Event_ID,Year,Month,Day,Latitude,Longitude,Elevation_m,Lake_Area_km2,Lake_Volume_MCM,Dam_Height_m,Dam_Width_m,Lake_Type,Temperature_Anomaly_C,Precipitation_mm,PDD_Total,Seismic_Activity_Count,Max_Earthquake_Magnitude,Distance_to_Fault_km,Glacier_Area_km2,Glacier_Retreat_Rate_m_per_year,Ice_Velocity_m_per_year,Slope_Degree,Relief_m,Drainage_Basin_Area_km2,Previous_GLOF_Events,Years_Since_Last_GLOF,GLOF_Risk_Level,GLOF_Occurred,Lake_Volume_per_Area,Dam_Aspect_Ratio,Glacier_to_Lake_Ratio,Elevation_Band
239,2011,5,16,33.15528259010753,85.1915491505786,3137.136273820811,0.4253638247958506,19.79893324358547,52.35363519403552,249.44766723430462,Moraine-dammed,1.1514520285406158,954.3361134180853,1245.1654398957303,3,3.093838047344136,65.0510918804506,5.085163774138518,0.6023635691948175,51.38569683303595,10.066242108568357,1317.9499765869914,59.59605459259454,0,30.406122892312396,0,0,46.54587929071727,0.2098782312718927,11.954857178038342,Very_Low
240,2019,5,28,26.7295999509284,87.29700747167855,4190.923848179776,0.27180573912084244,0.9375694892145632,19.826460214747183,213.18200033450847,Moraine-dammed,2.4964451638600007,888.8150612403488,1943.3628258154722,2,3.811912447670745,5.613968714145243,1.5368228457589026,24.00363536983316,0.6288926170923688,22.69194932711248,948.8906436809526,40.8871261419131,0,13.830066204298886,1,0,3.449410201002886,0.09300250576332456,5.6541221341748225,Low
241,1997,11,1,25.48956867074129,71.11609859228305,3000.0,0.16314129538211877,1.8582188563890678,58.99659835510263,284.6871068652797,Moraine-dammed,1.2038374149059348,1301.7482262822766,1250.015069411475,6,4.657628969613679,5.685587204489203,18.793358343253395,22.727439751394293,43.47585960203848,5.0,1165.211752143672,11.844025187054148,1,3.558931213231314,0,0,11.390242133585138,0.20723312342705122,115.19681941494045,Very_Low
242,2016,12,4,35.303214652430825,82.82716303063177,5020.734388575423,0.42030433885220486,4.571707841445437,31.38962336043264,140.77805671929968,Ice-dammed,1.476919494262722,1213.7959860462474,1290.8461537111373,5,4.350611808451552,57.61163720584881,3.4002434112562954,16.629989966840323,67.77087853876327,13.175648026284017,718.0797200903511,5.504880781788961,0,7.621205124273283,0,0,10.877136919238477,0.22297241553078878,8.089955532083982,High
243,2016,6,4,35.32673813270815,80.02732386077662,4393.877822691779,0.5440255935686675,0.5411201901197568,34.504751343467035,204.65246238801902,Moraine-dammed,0.5939992469193858,772.3089355561658,1589.2856424536344,2,3.4902643428607316,46.23228567356921,3.6762439996011516,1.5458716897712297,12.385197887921812,13.31321690168379,1038.1918503336503,18.11300581130867,0,17.92681222997406,0,0,0.9946594360940777,0.16860169157430596,6.757483550518165,Medium
244,2023,7,7,26.828284470821607,78.59095650751917,3123.091171235246,0.19417415004750205,2.8199574267478114,53.95314785361596,288.7490731202011,Moraine-dammed,-0.803274487592073,674.6958193129192,1264.8386221109033,0,4.747555712350671,5.724619401003997,7.5364494552699,88.94897040869137,38.1008764361261,17.31806901136809,982.4491538897726,393.26245105323795,0,21.50435257364306,0,0,14.522826164337259,0.18685132828515166,38.812836072289805,Very_Low
245,2010,8,8,38.59425245202411,74.82963330608553,3117.8171697565654,0.3893581598505718,2.0677104378255877,52.089800552382705,272.74608384165384,Supraglacial,1.3546602873565772,1267.733375926436,1679.7158412267447,4,4.493911793555964,40.008994910757856,6.862804825635135,21.183982192420075,95.5509438271589,6.247388066976843,1940.764759387891,109.43593400986671,0,15.887307556997822,0,0,5.31056145996564,0.19098276249723933,17.62594324020061,Very_Low
246,2019,8,17,28.564466537348753,94.41257854794797,4509.945497267408,0.295319785837103,128.90765533645342,41.94786917682337,81.62843548399297,Moraine-dammed,1.2240517396457378,965.4618557765543,1739.0969800348164,4,3.2834265689569837,5.7489276868645565,4.5395649716802,19.90945168425728,67.6794954468772,13.662053510645205,689.7210742080259,56.20435574914025,1,6.349343837544096,2,0,436.50192611055957,0.5138879476019014,15.371692617250517,Medium
247,2022,11,5,30.423914323219794,78.55613071201972,5299.839131650532,0.17031208567006498,2.323213677669352,39.91581250836294,118.31113688122231,Moraine-dammed,3.2099086814077076,747.7556699693756,962.8032023810695,8,3.265365343135032,1.7649154585572977,4.968849483278578,0.9922228799119397,97.59982587006999,14.814702739435738,2612.9369973205676,28.72182896099114,0,18.015860885286468,0,0,13.640920833827199,0.3373800096979556,29.174967024386167,High
248,2017,2,7,29.576737290757862,65.05054714186716,3322.5713300405223,1.4087988768963233,11.342501092855162,44.9840192255011,193.45672490361727,Moraine-dammed,2.167446023983219,203.28147295135602,627.8279311228848,4,4.188401084800472,34.33615873781776,6.053553097321848,7.630047401827843,38.709591242364546,19.234055271774785,1339.1202161486085,454.1582130469628,0,8.082865637933613,0,0,8.051185501967066,0.23252755492430022,4.296960479311443,Very_Low
249,2022,9,28,32.6188010872284,87.64297821975434,4829.283286892862,1.6799372181126424,6.945277980048556,34.38813013854734,181.21306618069784,Supraglacial,1.0868788805236989,573.3501654898681,1475.8358743905242,3,4.615739598627924,29.529472420459108,4.896875649494097,1.351710044345175,82.45055230020326,13.28279790842045,2173.5605911713137,46.30052224687752,0,5.095808319582837,0,0,4.134248533318026,0.18976628376376006,2.914915865127142,High
250,1994,7,20,31.357107469004713,92.25199472673185,3766.2098255777364,1.4025408684884404,0.35285600463495187,71.78024503555085,194.7658617158468,Supraglacial,1.6416630247392758,552.4915769691177,1329.0525598502375,6,7.901728279953934,6.981708395849969,5.21478663782704,6.7186310986624935,19.052811756684275,14.31158273525196,1017.9118655093821,36.27194179472336,0,58.201611369257805,1,0,0.2515834030670601,0.3685463376547707,3.7180995969459123,Low
251,2008,4,20,31.28981080790829,77.03983934784122,4858.55528215431,0.45964401424268025,0.19591222016286888,18.616126019830684,263.6952240201477,Moraine-dammed,2.407017963669654,756.0858119938595,781.6559150479288,4,3.822092102214187,1.8892684407951965,7.365855035974843,12.67649856744567,74.90973991635818,7.697888718711374,1889.0754992329769,10.328914474549848,0,7.563032896773541,0,0,0.4262259794368436,0.07059713003527252,16.0251298999531,High
252,1993,4,4,24.90219184140057,79.40337310216034,4746.55272829225,0.48893291554059365,2.8969807924385105,45.18242810853349,223.15064040016574,Moraine-dammed,2.016755026989866,985.5555010263952,928.7848020824722,7,5.171866865504779,4.624494435778912,14.238398110989962,31.663634944478037,28.55127505253639,5.0,765.777589093742,6.875207814985657,0,8.17803376969509,0,0,5.925108947176187,0.20247500982972727,29.121373624942255,Medium
253,2024,11,28,21.557188416051577,78.50946279571627,4324.239873185951,0.172679062694738,13.185914463872539,20.811898532429023,227.8152722415384,Bedrock-dammed,3.1689058343307837,1031.3759672966712,927.5427151813507,5,3.185831205850532,29.485606809440036,12.828096742775879,4.988888975279425,63.714777613279296,15.891491713108596,762.9757223460284,173.9608350380018,0,45.417166008901845,0,0,76.36081791330194,0.09135427281786208,74.28866327270599,Medium
254,2006,8,6,35.71080014126431,81.5334663856989,3000.0,0.7569074550085236,3.080276636213776,68.72003494557043,253.649085488274,Moraine-dammed,0.7106035807797825,1250.010705586793,1258.9833198314648,5,6.30559037646884,66.90455528392226,5.814847381494995,14.64915856196485,65.23115626332176,5.0,2047.2466762627214,756.5456959720589,1,3.0791833902418486,1,0,4.069555156091161,0.2709256168351031,7.682375623357433,Very_Low
255,2017,4,7,27.272770005301282,96.06850182189822,4744.94852009929,0.5924341956265878,2.2511132836626198,45.153793320260505,285.9339364116447,Moraine-dammed,2.475034206953751,1079.4187513010652,1598.954018857569,5,4.504029753305208,5.995148992678841,7.285541438570177,2.698601722886281,70.64700025548262,12.734652479002488,1439.03732747549,142.71673281088712,0,17.570020494511606,0,0,3.799769325066948,0.1579168736909034,12.297638273335364,Medium
256,2019,6,18,29.75483313283261,83.85940827627644,4601.615416797492,8.591730887302319,1.3060629119033014,28.86662814237775,50.0,Ice-dammed,1.0771276646658956,409.8596255537047,1621.3492556402284,4,4.487452463070927,34.10343175189793,38.356890142949936,6.553497416381661,19.75725004207469,6.179534818075754,1400.889160050841,140.46697945879643,0,30.622762327977963,1,0,0.1520139456222408,0.577332562847555,4.4643961322901085,Medium
257,2018,5,5,31.633994549448904,93.39593545667205,4528.3438025556015,1.4828340887202949,0.27450256073951523,63.70095252523372,169.06988414095574,Moraine-dammed,1.693616494766987,1109.0022738621276,1516.3292485017625,6,3.2305008042883903,5.173670026664885,26.821903891086983,44.12931147797161,59.49289363960959,23.206413580570768,998.3594005497462,863.390936625046,0,6.394890777677879,1,0,0.1851202119155586,0.37677291168026955,18.088270356823692,Medium
258,1995,3,20,38.145048016746344,75.31168368453247,4356.539250584783,0.6852974824874133,0.47348554451776625,10.0,129.36257701922395,Moraine-dammed,0.9423230052268281,1319.9974115820078,1083.1650183437332,2,3.0605827101403733,22.76372573426822,17.301672593223692,20.653534013519156,50.75274064675876,18.71743427646883,1064.3832438705874,182.3969744802459,1,37.1683805679691,0,0,0.6909197197094076,0.07730210877380672,25.24695192287018,Medium
259,2024,10,3,30.80678962321254,81.16309580419016,3496.9704893343137,0.4796222368220268,0.17546365479657383,55.61768050277976,238.0252908715882,Ice-dammed,1.357991826986273,1305.1424231061806,2088.0449940275957,5,4.813222452979838,1.7463405255092193,1.7010628386911808,11.838455103720564,87.63261235017396,13.386003625214178,701.9942345137648,99.07470553434425,0,29.363019105861664,0,0,0.36583719712245755,0.23366290321134336,3.5466721684182323,Very_Low
260,2013,11,7,28.026012185379514,94.54013815847307,5066.3702168152895,1.3609178427858852,0.38234852466024305,73.02578377075494,163.03168355322757,Moraine-dammed,1.7115620602789552,436.14096520752696,1213.2881863292923,4,3.1867410305394994,17.60378798165055,11.12990492304801,4.349205516263249,30.795576568184902,5.0,1238.346789129726,195.69496313176862,0,13.314300810439656,0,0,0.28094901296727165,0.44792387699850406,8.178234257157204,High
261,2018,2,27,27.382278093565713,76.94394601573741,4918.5117766533085,0.2001104427815251,0.908586507456286,53.590871157255584,206.06892935320974,Moraine-dammed,2.0932535642778096,742.6710194064663,1044.4762636332403,9,3.2036782960441474,6.272032441088221,5.089159797812933,7.163406998755675,10.814216083192179,6.550927877580438,1628.1124894726754,295.48930402822646,0,2.5275001807482527,0,0,4.540425251311122,0.2600628407468399,25.431755220136775,High
262,2020,9,28,29.813215793790306,95.1213646090853,3339.661778524268,1.5628180461547863,6.405591064573043,39.86979106431834,268.17144611220067,Moraine-dammed,1.5613571413773242,1088.2921248709918,653.5734000653838,2,3.3114593173464404,52.03221151594117,3.8423101254295173,2.5563691139644504,0.640235060170518,12.834757743021257,1539.61554771647,184.29714350141776,0,70.20272552619886,0,0,4.098743983878091,0.14867276752364292,2.458578037848536,Very_Low
263,2024,10,22,25.453176151796935,78.71615909004862,5251.436008414201,0.168589134521379,1.0258753922934545,25.156360763812554,151.7611248977472,Moraine-dammed,-0.9861496784702362,452.49708993136124,1060.9841091390463,7,3.1542896063833004,6.842790192186916,6.978938004137582,6.541970049823267,41.42959327666955,5.0,1544.8811125593318,55.83695005006958,0,19.575572421654822,0,0,6.085062333381645,0.16576287755353863,41.396131630609766,High
264,2022,9,14,30.14437861574505,81.78337484941581,4305.33554770831,0.2851696428364677,2.9346431421454935,71.65029270845015,229.0252538169775,Moraine-dammed,1.4230512417004388,282.5255048242551,1375.5093633020201,4,4.472814783531545,10.164603060399493,28.493048771269407,2.4489556243650425,37.19378357475035,7.009336498878764,473.4856988969418,162.8742212378501,0,14.558847629488778,0,0,10.290867965312785,0.3128488737128899,99.91613584061935,Medium
265,2010,1,7,29.73990155770993,101.70162587348925,4303.309562516138,0.07955340833182281,2.4497622948145383,68.54843715284602,324.30622585283425,Moraine-dammed,2.970400762320152,894.186706031187,565.5042995303343,4,3.8222845874418905,36.7366988337932,24.309392168170287,23.79366216833863,40.98130445575053,5.154653017470922,1598.3621174942316,43.53758325692942,1,43.33480497846206,0,0,30.793932606839533,0.21136947640330644,305.5732328497368,Medium
266,2021,10,5,38.20763474322076,80.64181022833769,4058.915730865054,0.9239743591983198,4.227963494660279,37.09276338217958,266.52923678972644,Ice-dammed,1.415128203530622,597.3225718679892,818.3554961588401,7,3.464065762540775,11.534842590543464,5.382058563815664,1.2631057092438256,41.12112954474151,5.0,1340.5828898488696,96.34622013948508,0,10.94136412045745,0,0,4.5758450465320735,0.1391695854044082,5.824900345162577,Low
267,2012,3,22,29.581994307045395,86.45345802750634,4137.605282731955,0.6419671439198376,0.42355359654292585,37.62724972780944,73.13781146560177,Bedrock-dammed,2.998481840126714,310.564679895615,1013.063509461174,6,3.8717364096171716,5.44699765099948,10.883037842343906,3.1498098749578567,91.83247010376469,10.106832813792842,1107.0045937819418,161.07734610863034,0,16.585815689172104,0,0,0.6597745703256972,0.5144705450409371,16.95263993713496,Low
268,2022,8,5,20.37755919475575,91.16436422521735,5296.719350647816,0.28518128724901515,9.795643570750306,73.73534200453301,176.6602638979119,Moraine-dammed,1.379803255733045,1168.8561328257638,889.8440559206863,5,5.7881956857256105,15.861309347339576,6.560226039732075,17.624305894316862,45.58954830129844,8.835110793644192,882.4380144410923,908.4539335233769,1,39.09681656342493,1,0,34.34883005558821,0.41738498730616097,23.00370442610354,High
269,1992,6,23,43.36755485198239,87.26508649672012,5026.4599876788125,0.19744682497300073,0.24229039403469527,60.63226293577089,228.4653068221597,Ice-dammed,-0.07198142079961212,849.2937974353948,856.8512000843259,4,6.927576255264574,36.650528761492744,7.865755381035271,34.92111487668671,83.93857900079189,15.196207653839945,1831.9733661234482,169.28563761127248,1,9.98361323803811,0,0,1.2271171950616402,0.2653893660229464,39.83733535401671,High
270,2007,5,2,34.78416865578048,87.55053348889577,5009.477666911532,1.9849129239318626,1.0216585917108465,14.268313205785084,244.22270849775435,Ice-dammed,1.067045153935241,643.792299637262,1649.8456444920057,2,4.002612033052767,11.354185460249134,27.11646166225018,50.11209712066088,61.5284236798459,15.566264613374582,436.9521120503923,101.98864770208337,0,29.60257165893074,1,0,0.5147120457491251,0.058423368136203774,13.661285256048354,High
271,2014,5,27,40.41174372047792,84.43460256018265,4347.651482036303,0.43746826272304556,1.9382569094435578,46.085951905940156,179.8120769370203,Ice-dammed,0.9415663145830145,510.8947747422762,539.7281924970562,4,4.2546706183295795,2.8517538727593665,9.387979512567462,27.120428957193045,22.61638781024139,15.063152563402985,883.3072038221648,61.84400404534556,1,5.917988798407347,0,0,4.43062291508593,0.256300648382377,21.459795629816572,Medium
272,2020,6,21,24.21340006507758,71.97760790983678,4911.337378827517,0.23213352012545904,6.2548955978262,45.34887104444339,148.81688872083734,Moraine-dammed,1.2704669376651778,852.3698445030082,1270.147950738929,4,3.4459925335846933,9.660542580839946,1.7252960113962068,3.5638061870623066,50.2539650405972,6.240814546015682,1573.5659368788909,49.61840975775545,1,24.237754371259417,0,0,26.94524941699792,0.30472933169240246,7.432343293048553,High
273,1992,7,22,28.89086609371854,88.48289330099759,3532.5495407675426,3.4170779424023947,15.833234557606612,54.9526894525921,205.4210347879175,Bedrock-dammed,0.31468155759774197,954.6251596776583,1407.6314239045555,3,4.081087090167761,61.78993153826924,11.48767495795927,5.047020551923527,96.3657962677737,10.416511034853997,1242.9510364309651,62.87045510551695,0,14.284755174318045,0,0,4.633559674227089,0.2675124750945141,3.3618416528956314,Very_Low
274,2013,1,6,33.3720062074716,77.67531542988345,4666.754382798454,0.25918580006574826,6.329330477105653,50.120920318706105,113.04922368840445,Moraine-dammed,1.491178533096846,897.7798018410347,1006.3645232536041,5,5.068201402258322,1.494936885505576,61.49487912098977,30.69037456165694,80.45505857994671,12.961451939287327,1689.0981109421427,104.94290632836196,0,3.604238780390652,1,0,24.420051081116625,0.44335483856884766,237.2617601172218,Medium
275,2021,9,15,32.68195686142229,92.75767217403177,4077.2095744248263,1.5612236282687324,16.726958791645423,39.74577676455563,287.9787412835615,Moraine-dammed,1.171740159333162,344.3260036193355,1109.2203721827896,3,4.016316107944386,10.500018149275988,4.9658592961153,33.018439021707,86.07526991168632,17.100412204041394,1548.1840175681114,300.1159985163925,1,2.9238228986646986,1,0,10.714005661184,0.1380163569970587,3.1807482324758474,Low
276,2011,3,21,31.53468853679776,98.72061423949685,3000.0,0.1581616378421508,0.5765941072224083,53.56719304719756,349.49447791585345,Moraine-dammed,2.7878618573785916,943.0556192711107,1183.7812160972705,3,3.5394609360984175,20.88411815392601,47.046085562235234,15.35200867436888,65.14477939037135,10.97105757789614,1160.3884441368073,21.67065103150184,0,12.238283583955852,1,0,3.645600254834636,0.15327049905519466,297.45573075810194,Very_Low
277,2012,4,10,19.00194640749723,66.94442738582984,3000.0,0.3506055730865606,11.925785452782534,41.044446743065606,231.5755174760099,Ice-dammed,0.28976287808832524,1008.3348528040993,1453.7225065321331,3,4.308534030342287,1.6354347663072113,18.54221294341748,5.645319135581965,35.682084331905614,6.923619014476114,653.6010697404223,250.76136456562608,0,24.81599392490005,0,0,34.01481998073713,0.17724000874711468,52.88624701592982,Very_Low
278,1991,10,23,21.43780271217843,98.73807827427105,3669.616975928624,0.8262515968442543,9.217762004743301,118.28374051960117,181.4049157176709,Moraine-dammed,1.745668686634648,696.9787787892997,1812.2764667689494,5,7.396491527111563,8.460951972950111,32.42226685353499,3.805136712811634,99.20153120444043,14.045559025110935,1876.5743321389423,50.74798410218991,1,18.491296795743757,1,0,11.156120048601636,0.6520426420179913,39.24018661793459,Low
279,2016,1,26,37.58760054531936,80.88942208132957,4532.123187478968,0.471901911239371,0.1,52.454558020270724,275.2720799930917,Moraine-dammed,1.9110281226174424,1111.8831145846755,686.2014885791509,5,6.283668385818221,56.46193414430604,23.99935961691464,28.68682442995121,66.78462156488433,14.13421001895555,1413.5482423404653,43.11701016937313,0,38.58253967030955,0,0,0.21190844456926827,0.19055531538682433,50.85666967078891,Medium
280,1991,11,24,38.47664766434845,83.69050777815528,3670.3361693328247,0.6380209500886729,1.4368465475462229,49.706010617419956,261.7543379486939,Ice-dammed,2.274980889007615,544.4247821172845,833.496158231892,4,5.199581069728974,0.6222955022410913,11.94580083932759,3.446009528204474,77.92705909887383,7.057756325839828,842.3306344178644,184.56747238936768,1,9.874836046383988,0,0,2.2520366256727593,0.18989565180448992,18.723210950466985,Low
281,2015,10,7,29.466743542818023,75.8761254748761,3727.106610092233,0.2917138197678567,4.934262976998539,86.85615116623126,177.95674031156605,Bedrock-dammed,1.1364121231815711,1187.1754358093008,853.6364924889687,4,3.484880214605437,27.865725312778974,5.415908358235633,16.261960602448536,53.25610021867696,14.528597566108877,450.3337381794465,63.75631742736211,0,37.11215832495333,1,0,16.914738495849058,0.488074523135026,18.565827160830313,Low
282,2006,3,5,36.95213737203191,86.88467729066276,4810.608737499873,0.10117097895649281,0.9231407007250128,22.71313213111393,196.17251445201973,Ice-dammed,1.7208009945925364,839.6947053291933,1194.9733662798376,6,3.414736405624816,36.82424278925901,11.920497830078263,51.6084359779746,18.99840576508662,5.0,1666.2672007120896,177.13075185264486,1,0.7546283266738003,0,0,9.124560325960637,0.11578141919911596,117.82526919310043,High
283,2022,2,1,24.88386116928351,85.66814883177406,3755.9903044402504,2.1650191437730633,0.39235408145161627,47.80054251833037,151.2372528697523,Moraine-dammed,1.8532781254462822,651.149158395033,1040.0877738965016,10,5.735220660332761,6.488601024934503,12.626111917733384,18.32652272993265,61.848412245827696,5.0,1182.3309334690953,159.316376466453,0,9.107963923948446,0,0,0.18122430121696084,0.3160632821034966,5.831870796176595,Low
284,1998,2,13,26.027869732656598,95.7692282529285,5264.645793627529,0.31006430797563284,47.6751361593401,31.007938259914532,213.1747859948776,Moraine-dammed,-0.1483638004943475,704.4654529007672,1466.5697886743349,8,3.3000883634463745,4.834155337931715,26.420618431956957,4.469427189238458,100.81844247074378,12.705704935098092,927.1872406136541,262.98979299141337,0,1.5156687614249973,0,0,153.7588652838003,0.14545781348015344,85.21012497198899,High
285,2018,1,21,24.488598390684253,77.58606723369743,5132.098991856108,0.667554178955136,2.362469350613475,62.700201130201776,223.91273120361987,Ice-dammed,1.1722994085445344,1099.7854650289894,937.4032908605584,1,4.395627490143949,49.25998210211384,1.0529279814617118,4.979858342323949,74.24760975946276,19.625435206130742,2089.0355656919655,486.50714318563513,0,50.326502551270906,0,0,3.5389926766861697,0.28002070625088304,1.5772921729136167,High
286,2015,8,26,25.75040227155677,101.60802401937909,4217.505056457055,1.0088492360928454,2.461461629390731,40.11301035643734,137.58938765834432,Moraine-dammed,1.4673349361330106,871.1727049746128,844.6998936881894,7,3.8668642552609365,28.878613164453828,2.3933997698060328,1.4624523259077955,66.6150598490961,11.512557168632572,562.5176773523871,12.694308925510494,0,12.899036312886947,0,0,2.439870638078374,0.2915414556247909,2.372405790854726,Medium
287,2024,3,18,33.613480047613095,91.6471408630889,4802.769161326663,0.6808665347540027,0.28073503463014726,61.60187470399495,114.02589266976825,Ice-dammed,1.5845782201174563,993.5201979522669,894.7450033347437,4,3.9466295288155715,2.4067919837926546,12.665584291428495,17.38678375044261,24.20336141791191,8.032665908481961,1375.1061906429106,127.80401283944263,1,7.600522166857143,0,0,0.4123202129938387,0.5402446169169741,18.602154232774232,High
288,2014,3,13,25.688238134682777,85.90968976775409,4693.792363485106,0.2461686404833836,0.7982014153959073,60.16101996869085,93.91876703727473,Moraine-dammed,1.5723389922954736,1122.4007908176231,1246.2755263652966,6,3.909198062316825,4.77015089439999,13.947713445065991,10.960732157257056,95.6913119597391,16.132063788906116,1862.3567250741205,41.159553061388195,0,13.564686852396902,0,0,3.242498369526422,0.6405644139771766,56.65918054256575,Medium
289,2013,6,21,41.198715199639324,83.1921563610451,4003.4677792324774,1.5945918042643215,0.5201626314589736,65.60744523980148,233.3227730089634,Bedrock-dammed,1.937521292307965,642.2068802200047,1585.5692461951378,4,6.45313002668523,19.423131953017357,4.2011549878268895,3.4689911143622862,90.41720807263367,22.541544041194697,1744.3044236369697,165.14264883223862,1,15.221929443320981,0,0,0.32620425494972055,0.28118749144679966,2.6346272297349027,Low
290,2002,8,21,32.30035303173719,81.9343055286615,4889.307730377717,0.8357146887597201,10.090657802701434,60.49037585043912,199.08139443039153,Moraine-dammed,3.4376049269941626,838.1895008238088,1182.2259221611882,7,3.13668395370449,10.874447708138735,14.294330737821715,3.875117381026852,0.0,30.9553941329221,848.2692213852881,18.513820881615647,0,37.44626748333309,1,0,12.074285564702624,0.30384745909336836,17.104319129577416,High
291,1996,9,18,35.42263523247544,82.58656225593495,5007.121644312421,0.6099529046941387,4.263530666395887,45.51921212289967,193.31406825161383,Moraine-dammed,0.9045714262550137,732.6632119049037,976.7353700822496,5,5.291105817847002,14.030619347375515,19.706347715425796,0.1359828408931485,77.86746421565769,25.428745921713954,2158.6661239459227,106.31387198145346,0,15.636409063894188,0,0,6.989934195876709,0.2354676642760047,32.30798240940841,High
292,2009,9,5,32.44970291400037,86.68401956935473,3438.05181536768,0.5959715327057443,0.8498474989027174,22.046945864620263,237.16207378754663,Bedrock-dammed,1.881171772553241,1105.1173933869013,787.5851734575057,2,5.702829908184884,60.541336291871524,8.230742198980192,57.53940711931086,42.516325595539456,16.77182308118642,2209.9380673992328,10.450921537147632,2,11.290908176442915,1,0,1.425986733031294,0.09296151577916395,13.810629782285336,Very_Low
293,1990,4,13,36.071348252296396,82.91000039306267,4322.838910656593,2.68885422360909,4.6362114670698436,70.18169882026527,127.92304194492985,Moraine-dammed,2.801303185999378,685.2633743988321,1784.6535276818365,1,7.293826526109252,10.902664577817227,41.76843062580166,26.405498064714283,58.75030398216919,11.812608513077803,2012.2088958384136,105.35392130869188,0,65.06647157073249,0,0,1.7242331050758606,0.5486243741020331,15.533914133038559,Medium
294,1997,5,4,25.660000002307264,78.59470543492513,4314.003058060933,0.24093950350276266,1.367339610728929,78.18054849330314,114.37978118630456,Moraine-dammed,-0.2986386199612767,814.3495293085614,495.61402932731335,10,3.903863100082464,42.68758657317093,50.351555630625185,7.517336679922238,25.472185164604692,7.713102571525974,1066.665341193457,100.67263496376913,1,69.19230182961564,0,0,5.67503290598111,0.6835172062968085,208.98007549039315,Medium
295,2005,2,17,37.23466769099778,86.74459294836703,4879.695573960564,0.7573791046237068,2.843066597653856,31.242633774167917,219.28655351750865,Ice-dammed,1.7681310797641103,1488.7173803442597,1125.5707277505167,3,4.039916359251722,21.620048253931646,11.295109806763108,43.80654782755808,53.623031326235534,9.596634573773374,1387.3435512397295,44.61678883378639,1,0.7834833855722538,1,0,3.7538223332242495,0.14247400614864145,14.913416197790305,High
296,2003,11,3,30.704694427957186,76.63711881274612,3844.9133196405305,0.29470610538623687,2.822979849687487,64.71754723225375,61.705683233555476,Moraine-dammed,-0.18037930649171297,1185.5348822699234,1495.8899505343193,6,7.87766117457108,2.593507218478411,23.18388679547706,16.957115300556502,16.99154685958284,15.426570367489775,2129.033676802639,62.33478951411159,0,24.54112763343876,0,0,9.578966292495831,1.0488101555783509,78.6678198101551,Low
297,2001,9,17,36.04633055484369,88.22466901001746,3721.791733778857,0.07211790088758763,3.756726611883372,26.592745048288272,179.28123752526204,Moraine-dammed,3.6855777404625356,489.43156694137394,1120.0563280138208,2,3.9199827596994705,27.291208208264116,1.8334937586744688,20.882425241216986,25.90280365338885,24.341035556928638,1722.0575589883438,64.15866955467166,0,9.29659881526629,2,1,52.09145809358895,0.14832977178965065,25.423559700280123,Low
298,2012,8,28,22.80217973311908,82.76932964519258,4335.199728248923,0.07023688311524487,3.134987120098973,54.06864349523795,397.3157098062303,Moraine-dammed,2.0220507342978813,1070.5928322074055,973.4712323582042,4,4.050404144431481,14.688096814220268,29.252247607522786,17.089428449432273,65.53085831593292,24.306032819121505,1180.8987071366646,15.574784142235083,0,22.490893083726125,1,0,44.63448520281115,0.13608483671991492,416.47986513760327,Medium
299,2004,3,11,30.902916033041816,91.96730909231844,5145.087378602859,0.18126711619318922,3.7611383239212794,58.18840972416661,92.11700297179804,Moraine-dammed,1.88709065780436,1006.6307865069921,1414.26312604194,8,3.6057718406828134,5.100354837587452,43.31813050066664,21.211079075050908,27.295357716919412,9.179045322239919,1393.6284106095534,21.103265679136737,1,20.262773541781144,0,0,20.74914856543957,0.6316793626251737,238.97401476007065,High
300,2017,11,21,30.726193583908326,94.89074210695478,3240.4983076720528,0.25882830644778626,13.155759483700013,41.47560452390652,165.62061120554213,Moraine-dammed,-0.3733740290705023,469.8090986495325,762.4872586022855,6,3.048207601127849,6.837115081943618,3.6225630334893344,2.8119218586379895,62.86734545133887,12.23865408208433,737.6175623866932,125.32943808588176,0,8.01267137684224,0,0,50.82813261135308,0.25042538016257865,13.996007945213359,Very_Low
301,2023,12,20,26.903817675102793,94.88680560344739,3380.155077330298,4.392078461996326,5.2278040289994285,51.90142873786153,50.0,Ice-dammed,0.9955081805438072,766.9832792631181,503.683836548399,3,3.8512382866538175,16.298723701901615,18.528451134805493,12.396681778011953,53.29159550433721,21.133517610649125,2074.60269158687,360.30298919148277,0,86.33785034986319,0,0,1.1902801997356034,1.0380285747572306,4.2186065880033885,Very_Low
302,1991,9,23,31.56559414873632,88.18105056052626,3783.5960736235293,1.0052550131448896,1.2065855805482852,66.9640634299443,181.30175534222843,Ice-dammed,1.0002039414252273,515.6890816348359,1341.2657179524906,3,4.596713349157033,18.411120814985782,1.535775661091411,28.394556631234906,121.45904407680737,16.797211310687615,1449.0372307136067,257.0491582437752,0,8.835615854345189,1,0,1.2002781033377223,0.3693514345933482,1.5277473287965153,Low
303,2021,3,21,37.69803424000757,89.34831220766846,3925.938342334758,1.0998742337348282,1.7267103414892555,47.81166989497979,357.3229142612248,Moraine-dammed,3.2664555539187887,82.21946764421637,801.9269606344244,5,4.756512772247083,68.95094505397952,4.553117809885573,0.29604097741420987,30.596053785030342,5.0,2371.496544562964,8.762094456184192,0,19.99244622161124,1,0,1.5699161672565856,0.13380521647717936,4.1396713098956885,Low
